timestamp,algorithm,class,operation,time_ms,ops_per_sec,notes
2025-11-09T18:56:25+00:00,ML-KEM-768,kem,encap,0.0360,27723.10,pqc
2025-11-09T18:56:25+00:00,ML-KEM-768,kem,decap,0.0290,34368.98,pqc
2025-11-09T18:56:35+00:00,ML-KEM-768,kem,keygen,0.0374,26695.85,pqc
2025-11-09T18:56:35+00:00,ML-KEM-768,kem,encap,0.0374,26716.53,pqc
2025-11-09T18:56:35+00:00,ML-KEM-768,kem,decap,0.0294,33908.65,pqc
2025-11-09T18:56:45+00:00,ML-KEM-768,kem,keygen,0.0376,26548.43,pqc
2025-11-09T18:56:45+00:00,ML-KEM-768,kem,encap,0.0361,27657.92,pqc
2025-11-09T18:56:45+00:00,ML-KEM-768,kem,decap,0.0288,34620.04,pqc
2025-11-09T18:56:56+00:00,ML-KEM-768,kem,keygen,0.0359,27779.32,pqc
2025-11-09T18:56:56+00:00,ML-KEM-768,kem,encap,0.0353,28318.98,pqc
2025-11-09T18:56:56+00:00,ML-KEM-768,kem,decap,0.0284,35205.06,pqc
2025-11-09T18:57:06+00:00,ML-KEM-768,kem,keygen,0.0358,27899.45,pqc
2025-11-09T18:57:06+00:00,ML-KEM-768,kem,encap,0.0368,27114.96,pqc
2025-11-09T18:57:06+00:00,ML-KEM-768,kem,decap,0.0289,34572.16,pqc
2025-11-09T18:57:17+00:00,ML-KEM-768,kem,keygen,0.0370,26987.63,pqc
2025-11-09T18:57:17+00:00,ML-KEM-768,kem,encap,0.0364,27471.01,pqc
2025-11-09T18:57:17+00:00,ML-KEM-768,kem,decap,0.0292,34245.40,pqc
2025-11-09T18:57:27+00:00,ML-KEM-768,kem,keygen,0.0367,27203.48,pqc
2025-11-09T18:57:27+00:00,ML-KEM-768,kem,encap,0.0365,27372.51,pqc
2025-11-09T18:57:27+00:00,ML-KEM-768,kem,decap,0.0290,34396.17,pqc
2025-11-09T18:57:37+00:00,ML-KEM-768,kem,keygen,0.0365,27365.77,pqc
2025-11-09T18:57:37+00:00,ML-KEM-768,kem,encap,0.0385,25934.28,pqc
2025-11-09T18:57:37+00:00,ML-KEM-768,kem,decap,0.0288,34659.64,pqc
2025-11-09T18:57:48+00:00,ML-KEM-768,kem,keygen,0.0364,27461.21,pqc
2025-11-09T18:57:48+00:00,ML-KEM-768,kem,encap,0.0394,25329.28,pqc
2025-11-09T18:57:48+00:00,ML-KEM-768,kem,decap,0.0312,32005.12,pqc
2025-11-09T18:57:58+00:00,ML-KEM-768,kem,keygen,0.0379,26333.11,pqc
2025-11-09T18:57:58+00:00,ML-KEM-768,kem,encap,0.0370,27006.58,pqc
2025-11-09T18:57:58+00:00,ML-KEM-768,kem,decap,0.0295,33824.92,pqc
2025-11-09T18:58:08+00:00,ML-KEM-768,kem,keygen,0.0370,27021.91,pqc
2025-11-09T18:58:09+00:00,ML-KEM-768,kem,encap,0.0368,27104.67,pqc
2025-11-09T18:58:09+00:00,ML-KEM-768,kem,decap,0.0361,27634.99,pqc
2025-11-09T18:58:19+00:00,ML-KEM-768,kem,keygen,0.0414,24105.67,pqc
2025-11-09T18:58:19+00:00,ML-KEM-768,kem,encap,0.0421,23712.41,pqc
2025-11-09T18:58:19+00:00,ML-KEM-768,kem,decap,0.0309,32351.98,pqc
2025-11-09T18:58:29+00:00,ML-KEM-768,kem,keygen,0.0374,26725.81,pqc
2025-11-09T18:58:29+00:00,ML-KEM-768,kem,encap,0.0355,28127.81,pqc
2025-11-09T18:58:29+00:00,ML-KEM-768,kem,decap,0.0283,35217.46,pqc
2025-11-09T18:58:40+00:00,ML-KEM-768,kem,keygen,0.0375,26628.32,pqc
2025-11-09T18:58:40+00:00,ML-KEM-768,kem,encap,0.0382,26123.30,pqc
2025-11-09T18:58:40+00:00,ML-KEM-768,kem,decap,0.0284,35151.85,pqc
2025-11-09T18:58:50+00:00,ML-KEM-768,kem,keygen,0.0451,22170.98,pqc
2025-11-09T18:58:50+00:00,ML-KEM-768,kem,encap,0.0516,19367.45,pqc
2025-11-09T18:58:50+00:00,ML-KEM-768,kem,decap,0.0305,32745.01,pqc
2025-11-09T18:59:01+00:00,ML-KEM-768,kem,keygen,0.0372,26857.17,pqc
2025-11-09T18:59:01+00:00,ML-KEM-768,kem,encap,0.0385,25960.53,pqc
2025-11-09T18:59:01+00:00,ML-KEM-768,kem,decap,0.0286,34914.98,pqc
2025-11-09T18:59:11+00:00,ML-KEM-768,kem,keygen,0.0360,27737.71,pqc
2025-11-09T18:59:11+00:00,ML-KEM-768,kem,encap,0.0391,25523.22,pqc
2025-11-09T18:59:11+00:00,ML-KEM-768,kem,decap,0.0320,31220.73,pqc
2025-11-09T18:59:21+00:00,ML-KEM-768,kem,keygen,0.0375,26599.98,pqc
2025-11-09T18:59:21+00:00,ML-KEM-768,kem,encap,0.0419,23818.03,pqc
2025-11-09T18:59:21+00:00,ML-KEM-768,kem,decap,0.0288,34718.60,pqc
2025-11-09T18:59:32+00:00,ML-KEM-768,kem,keygen,0.0364,27463.47,pqc
2025-11-09T18:59:32+00:00,ML-KEM-768,kem,encap,0.0364,27457.44,pqc
2025-11-09T18:59:32+00:00,ML-KEM-768,kem,decap,0.0300,33332.22,pqc
2025-11-09T18:59:42+00:00,ML-KEM-768,kem,keygen,0.0372,26852.84,pqc
2025-11-09T18:59:42+00:00,ML-KEM-768,kem,encap,0.0361,27662.51,pqc
2025-11-09T18:59:42+00:00,ML-KEM-768,kem,decap,0.0293,34114.55,pqc
2025-11-09T18:59:53+00:00,ML-KEM-768,kem,keygen,0.0371,26915.00,pqc
2025-11-09T18:59:53+00:00,ML-KEM-768,kem,encap,0.0361,27673.23,pqc
2025-11-09T18:59:53+00:00,ML-KEM-768,kem,decap,0.0291,34355.99,pqc
2025-11-09T19:00:03+00:00,ML-KEM-768,kem,keygen,0.0370,26967.98,pqc
2025-11-09T19:00:03+00:00,ML-KEM-768,kem,encap,0.0362,27601.43,pqc
2025-11-09T19:00:03+00:00,ML-KEM-768,kem,decap,0.0291,34250.09,pqc
2025-11-09T19:00:13+00:00,ML-KEM-768,kem,keygen,0.0392,25486.79,pqc
2025-11-09T19:00:13+00:00,ML-KEM-768,kem,encap,0.0358,27871.45,pqc
2025-11-09T19:00:13+00:00,ML-KEM-768,kem,decap,0.0296,33696.12,pqc
2025-11-09T19:00:24+00:00,ML-KEM-768,kem,keygen,0.0374,26675.20,pqc
2025-11-09T19:00:24+00:00,ML-KEM-768,kem,encap,0.0361,27685.49,pqc
2025-11-09T19:00:24+00:00,ML-KEM-768,kem,decap,0.0292,34226.64,pqc
2025-11-09T19:00:34+00:00,ML-KEM-768,kem,keygen,0.0373,26758.71,pqc
2025-11-09T19:00:34+00:00,ML-KEM-768,kem,encap,0.0365,27344.81,pqc
2025-11-09T19:00:34+00:00,ML-KEM-768,kem,decap,0.0303,32939.16,pqc
2025-11-09T19:00:44+00:00,Classic-McEliece-460896,kem,keygen,115.6316,8.64,pqc
2025-11-09T19:00:44+00:00,Classic-McEliece-460896,kem,encap,0.0636,15714.62,pqc
2025-11-09T19:00:44+00:00,Classic-McEliece-460896,kem,decap,0.1006,9938.08,pqc
2025-11-09T19:00:53+00:00,Classic-McEliece-460896,kem,keygen,126.0535,7.93,pqc
2025-11-09T19:00:53+00:00,Classic-McEliece-460896,kem,encap,0.0639,15645.04,pqc
2025-11-09T19:00:53+00:00,Classic-McEliece-460896,kem,decap,0.1016,9835.06,pqc
2025-11-09T19:01:03+00:00,Classic-McEliece-460896,kem,keygen,115.5877,8.65,pqc
2025-11-09T19:01:03+00:00,Classic-McEliece-460896,kem,encap,0.0639,15641.37,pqc
2025-11-09T19:01:03+00:00,Classic-McEliece-460896,kem,decap,0.0992,10074.65,pqc
2025-11-09T19:01:12+00:00,Classic-McEliece-460896,kem,keygen,127.5085,7.84,pqc
2025-11-09T19:01:12+00:00,Classic-McEliece-460896,kem,encap,0.0641,15579.96,pqc
2025-11-09T19:01:12+00:00,Classic-McEliece-460896,kem,decap,0.0995,10044.59,pqc
2025-11-09T19:01:22+00:00,Classic-McEliece-460896,kem,keygen,121.0482,8.26,pqc
2025-11-09T19:01:22+00:00,Classic-McEliece-460896,kem,encap,0.0642,15555.24,pqc
2025-11-09T19:01:22+00:00,Classic-McEliece-460896,kem,decap,0.1143,8741.87,pqc
2025-11-09T19:01:31+00:00,Classic-McEliece-460896,kem,keygen,134.7331,7.42,pqc
2025-11-09T19:01:31+00:00,Classic-McEliece-460896,kem,encap,0.0960,10413.62,pqc
2025-11-09T19:01:31+00:00,Classic-McEliece-460896,kem,decap,0.1132,8831.19,pqc
2025-11-09T19:01:41+00:00,Classic-McEliece-460896,kem,keygen,134.5464,7.43,pqc
2025-11-09T19:01:41+00:00,Classic-McEliece-460896,kem,encap,0.0656,15239.95,pqc
2025-11-09T19:01:41+00:00,Classic-McEliece-460896,kem,decap,0.1020,9796.23,pqc
2025-11-09T19:01:51+00:00,Classic-McEliece-460896,kem,keygen,126.9997,7.87,pqc
2025-11-09T19:01:51+00:00,Classic-McEliece-460896,kem,encap,0.0650,15372.31,pqc
2025-11-09T19:01:51+00:00,Classic-McEliece-460896,kem,decap,0.1004,9958.17,pqc
2025-11-09T19:02:00+00:00,Classic-McEliece-460896,kem,keygen,121.4482,8.23,pqc
2025-11-09T19:02:00+00:00,Classic-McEliece-460896,kem,encap,0.0641,15580.20,pqc
2025-11-09T19:02:00+00:00,Classic-McEliece-460896,kem,decap,0.1001,9989.21,pqc
2025-11-09T19:02:10+00:00,Classic-McEliece-460896,kem,keygen,126.7787,7.88,pqc
2025-11-09T19:02:10+00:00,Classic-McEliece-460896,kem,encap,0.0659,15172.43,pqc
2025-11-09T19:02:10+00:00,Classic-McEliece-460896,kem,decap,0.0993,10063.80,pqc
2025-11-09T19:02:19+00:00,Classic-McEliece-460896,kem,keygen,114.1165,8.76,pqc
2025-11-09T19:02:19+00:00,Classic-McEliece-460896,kem,encap,0.0641,15598.43,pqc
2025-11-09T19:02:19+00:00,Classic-McEliece-460896,kem,decap,0.0993,10070.39,pqc
2025-11-09T19:02:29+00:00,Classic-McEliece-460896,kem,keygen,115.8842,8.62,pqc
2025-11-09T19:02:29+00:00,Classic-McEliece-460896,kem,encap,0.0635,15746.04,pqc
2025-11-09T19:02:29+00:00,Classic-McEliece-460896,kem,decap,0.0987,10122.48,pqc
2025-11-09T19:02:38+00:00,Classic-McEliece-460896,kem,keygen,121.3483,8.24,pqc
2025-11-09T19:02:38+00:00,Classic-McEliece-460896,kem,encap,0.0659,15159.78,pqc
2025-11-09T19:02:38+00:00,Classic-McEliece-460896,kem,decap,0.0992,10077.08,pqc
2025-11-09T19:02:48+00:00,Classic-McEliece-460896,kem,keygen,117.4226,8.51,pqc
2025-11-09T19:02:48+00:00,Classic-McEliece-460896,kem,encap,0.0646,15468.14,pqc
2025-11-09T19:02:48+00:00,Classic-McEliece-460896,kem,decap,0.0993,10061.17,pqc
2025-11-09T19:02:57+00:00,Classic-McEliece-460896,kem,keygen,117.7305,8.49,pqc
2025-11-09T19:02:57+00:00,Classic-McEliece-460896,kem,encap,0.0632,15802.28,pqc
2025-11-09T19:02:57+00:00,Classic-McEliece-460896,kem,decap,0.0987,10127.91,pqc
2025-11-09T19:03:07+00:00,Classic-McEliece-460896,kem,keygen,107.7858,9.27,pqc
2025-11-09T19:03:07+00:00,Classic-McEliece-460896,kem,encap,0.0640,15600.86,pqc
2025-11-09T19:03:07+00:00,Classic-McEliece-460896,kem,decap,0.0846,11811.81,pqc
2025-11-09T19:03:16+00:00,Classic-McEliece-460896,kem,keygen,120.9080,8.27,pqc
2025-11-09T19:03:17+00:00,Classic-McEliece-460896,kem,encap,0.0629,15897.24,pqc
2025-11-09T19:03:17+00:00,Classic-McEliece-460896,kem,decap,0.0993,10067.14,pqc
2025-11-09T19:03:26+00:00,Classic-McEliece-460896,kem,keygen,113.3996,8.81,pqc
2025-11-09T19:03:26+00:00,Classic-McEliece-460896,kem,encap,0.0639,15625.48,pqc
2025-11-09T19:03:26+00:00,Classic-McEliece-460896,kem,decap,0.0984,10156.20,pqc
2025-11-09T19:03:36+00:00,Classic-McEliece-460896,kem,keygen,109.0862,9.16,pqc
2025-11-09T19:03:36+00:00,Classic-McEliece-460896,kem,encap,0.0639,15647.49,pqc
2025-11-09T19:03:36+00:00,Classic-McEliece-460896,kem,decap,0.1042,9595.63,pqc
2025-11-09T19:03:45+00:00,Classic-McEliece-460896,kem,keygen,112.4023,8.89,pqc
2025-11-09T19:03:45+00:00,Classic-McEliece-460896,kem,encap,0.0627,15939.81,pqc
2025-11-09T19:03:45+00:00,Classic-McEliece-460896,kem,decap,0.0970,10301.73,pqc
2025-11-09T19:03:55+00:00,Classic-McEliece-460896,kem,keygen,123.3742,8.10,pqc
2025-11-09T19:03:55+00:00,Classic-McEliece-460896,kem,encap,0.0647,15438.76,pqc
2025-11-09T19:03:55+00:00,Classic-McEliece-460896,kem,decap,0.0984,10153.83,pqc
2025-11-09T19:04:04+00:00,Classic-McEliece-460896,kem,keygen,112.3717,8.89,pqc
2025-11-09T19:04:04+00:00,Classic-McEliece-460896,kem,encap,0.0635,15741.58,pqc
2025-11-09T19:04:04+00:00,Classic-McEliece-460896,kem,decap,0.0990,10091.93,pqc
2025-11-09T19:04:14+00:00,Classic-McEliece-460896,kem,keygen,116.2370,8.60,pqc
2025-11-09T19:04:14+00:00,Classic-McEliece-460896,kem,encap,0.0637,15680.86,pqc
2025-11-09T19:04:14+00:00,Classic-McEliece-460896,kem,decap,0.1012,9873.71,pqc
2025-11-09T19:04:23+00:00,Classic-McEliece-460896,kem,keygen,116.7348,8.56,pqc
2025-11-09T19:04:23+00:00,Classic-McEliece-460896,kem,encap,0.0639,15625.73,pqc
2025-11-09T19:04:23+00:00,Classic-McEliece-460896,kem,decap,0.0845,11823.40,pqc
2025-11-09T19:04:33+00:00,Classic-McEliece-460896,kem,keygen,109.4510,9.13,pqc
2025-11-09T19:04:33+00:00,Classic-McEliece-460896,kem,encap,0.0638,15665.63,pqc
2025-11-09T19:04:33+00:00,Classic-McEliece-460896,kem,decap,0.0988,10115.72,pqc
2025-11-09T19:04:42+00:00,Classic-McEliece-460896,kem,keygen,126.0633,7.93,pqc
2025-11-09T19:04:42+00:00,Classic-McEliece-460896,kem,encap,0.0627,15943.62,pqc
2025-11-09T19:04:42+00:00,Classic-McEliece-460896,kem,decap,0.0988,10116.44,pqc
2025-11-09T19:04:52+00:00,Classic-McEliece-460896,kem,keygen,109.5358,9.12,pqc
2025-11-09T19:04:52+00:00,Classic-McEliece-460896,kem,encap,0.0636,15714.62,pqc
2025-11-09T19:04:52+00:00,Classic-McEliece-460896,kem,decap,0.0982,10176.04,pqc
2025-11-09T19:05:01+00:00,Classic-McEliece-460896,kem,keygen,115.5806,8.65,pqc
2025-11-09T19:05:01+00:00,Classic-McEliece-460896,kem,encap,0.0635,15727.47,pqc
2025-11-09T19:05:01+00:00,Classic-McEliece-460896,kem,decap,0.0994,10052.06,pqc
2025-11-09T19:05:11+00:00,Classic-McEliece-460896,kem,keygen,118.0218,8.47,pqc
2025-11-09T19:05:11+00:00,Classic-McEliece-460896,kem,encap,0.0646,15474.36,pqc
2025-11-09T19:05:11+00:00,Classic-McEliece-460896,kem,decap,0.1019,9810.26,pqc
2025-11-09T19:05:21+00:00,Classic-McEliece-460896,kem,keygen,115.0100,8.69,pqc
2025-11-09T19:05:21+00:00,Classic-McEliece-460896,kem,encap,0.0638,15662.93,pqc
2025-11-09T19:05:21+00:00,Classic-McEliece-460896,kem,decap,0.0845,11832.91,pqc
2025-11-09T19:05:30+00:00,ML-DSA-65,sig,keygen,0.0742,13459.31,pqc
2025-11-09T19:05:30+00:00,ML-DSA-65,sig,sign,0.1403,7124.53,pqc
2025-11-09T19:05:30+00:00,ML-DSA-65,sig,verify,0.0773,12932.09,pqc
2025-11-09T19:05:40+00:00,ML-DSA-65,sig,keygen,0.0810,12341.26,pqc
2025-11-09T19:05:40+00:00,ML-DSA-65,sig,sign,0.1466,6818.21,pqc
2025-11-09T19:05:40+00:00,ML-DSA-65,sig,verify,0.0637,15698.34,pqc
2025-11-09T19:05:50+00:00,ML-DSA-65,sig,keygen,0.0738,13544.81,pqc
2025-11-09T19:05:50+00:00,ML-DSA-65,sig,sign,0.1433,6976.61,pqc
2025-11-09T19:05:50+00:00,ML-DSA-65,sig,verify,0.0631,15843.09,pqc
2025-11-09T19:05:59+00:00,ML-DSA-65,sig,keygen,0.0721,13866.54,pqc
2025-11-09T19:05:59+00:00,ML-DSA-65,sig,sign,0.1376,7263.37,pqc
2025-11-09T19:05:59+00:00,ML-DSA-65,sig,verify,0.0639,15628.17,pqc
2025-11-09T19:06:09+00:00,ML-DSA-65,sig,keygen,0.0741,13487.81,pqc
2025-11-09T19:06:09+00:00,ML-DSA-65,sig,sign,0.1408,7101.21,pqc
2025-11-09T19:06:09+00:00,ML-DSA-65,sig,verify,0.0643,15540.98,pqc
2025-11-09T19:06:19+00:00,ML-DSA-65,sig,keygen,0.0747,13377.74,pqc
2025-11-09T19:06:19+00:00,ML-DSA-65,sig,sign,0.1432,6979.82,pqc
2025-11-09T19:06:19+00:00,ML-DSA-65,sig,verify,0.0648,15417.58,pqc
2025-11-09T19:06:28+00:00,ML-DSA-65,sig,keygen,0.0732,13643.86,pqc
2025-11-09T19:06:28+00:00,ML-DSA-65,sig,sign,0.1412,7079.99,pqc
2025-11-09T19:06:28+00:00,ML-DSA-65,sig,verify,0.0675,14798.15,pqc
2025-11-09T19:06:38+00:00,ML-DSA-65,sig,keygen,0.0847,11798.01,pqc
2025-11-09T19:06:38+00:00,ML-DSA-65,sig,sign,0.1552,6442.67,pqc
2025-11-09T19:06:38+00:00,ML-DSA-65,sig,verify,0.0680,14693.99,pqc
2025-11-09T19:06:48+00:00,ML-DSA-65,sig,keygen,0.0849,11774.26,pqc
2025-11-09T19:06:48+00:00,ML-DSA-65,sig,sign,0.1471,6794.90,pqc
2025-11-09T19:06:48+00:00,ML-DSA-65,sig,verify,0.0666,15000.37,pqc
2025-11-09T19:06:57+00:00,ML-DSA-65,sig,keygen,0.0738,13533.63,pqc
2025-11-09T19:06:57+00:00,ML-DSA-65,sig,sign,0.1414,7070.78,pqc
2025-11-09T19:06:57+00:00,ML-DSA-65,sig,verify,0.0641,15595.02,pqc
2025-11-09T19:07:07+00:00,ML-DSA-65,sig,keygen,0.0738,13534.36,pqc
2025-11-09T19:07:07+00:00,ML-DSA-65,sig,sign,0.1451,6891.46,pqc
2025-11-09T19:07:07+00:00,ML-DSA-65,sig,verify,0.0645,15488.02,pqc
2025-11-09T19:07:17+00:00,ML-DSA-65,sig,keygen,0.0736,13570.54,pqc
2025-11-09T19:07:17+00:00,ML-DSA-65,sig,sign,0.1414,7071.73,pqc
2025-11-09T19:07:17+00:00,ML-DSA-65,sig,verify,0.0636,15722.28,pqc
2025-11-09T19:07:26+00:00,ML-DSA-65,sig,keygen,0.0725,13789.86,pqc
2025-11-09T19:07:26+00:00,ML-DSA-65,sig,sign,0.1445,6918.97,pqc
2025-11-09T19:07:26+00:00,ML-DSA-65,sig,verify,0.0637,15675.20,pqc
2025-11-09T19:07:36+00:00,ML-DSA-65,sig,keygen,0.0740,13506.76,pqc
2025-11-09T19:07:36+00:00,ML-DSA-65,sig,sign,0.1443,6925.39,pqc
2025-11-09T19:07:36+00:00,ML-DSA-65,sig,verify,0.0681,14667.27,pqc
2025-11-09T19:07:46+00:00,ML-DSA-65,sig,keygen,0.0743,13443.93,pqc
2025-11-09T19:07:46+00:00,ML-DSA-65,sig,sign,0.1499,6670.71,pqc
2025-11-09T19:07:46+00:00,ML-DSA-65,sig,verify,0.0727,13751.75,pqc
2025-11-09T19:07:55+00:00,ML-DSA-65,sig,keygen,0.0754,13252.93,pqc
2025-11-09T19:07:55+00:00,ML-DSA-65,sig,sign,0.1589,6290.21,pqc
2025-11-09T19:07:55+00:00,ML-DSA-65,sig,verify,0.0649,15401.67,pqc
2025-11-09T19:08:05+00:00,ML-DSA-65,sig,keygen,0.0765,13068.30,pqc
2025-11-09T19:08:05+00:00,ML-DSA-65,sig,sign,0.1421,7036.55,pqc
2025-11-09T19:08:05+00:00,ML-DSA-65,sig,verify,0.0641,15586.76,pqc
2025-11-09T19:08:14+00:00,ML-DSA-65,sig,keygen,0.0808,12366.90,pqc
2025-11-09T19:08:14+00:00,ML-DSA-65,sig,sign,0.1409,7092.80,pqc
2025-11-09T19:08:14+00:00,ML-DSA-65,sig,verify,0.0641,15589.43,pqc
2025-11-09T19:08:24+00:00,ML-DSA-65,sig,keygen,0.0744,13430.93,pqc
2025-11-09T19:08:24+00:00,ML-DSA-65,sig,sign,0.1421,7033.43,pqc
2025-11-09T19:08:24+00:00,ML-DSA-65,sig,verify,0.0653,15303.15,pqc
2025-11-09T19:08:34+00:00,ML-DSA-65,sig,keygen,0.0749,13347.92,pqc
2025-11-09T19:08:34+00:00,ML-DSA-65,sig,sign,0.1402,7128.95,pqc
2025-11-09T19:08:34+00:00,ML-DSA-65,sig,verify,0.0641,15590.89,pqc
2025-11-09T19:08:43+00:00,ML-DSA-65,sig,keygen,0.0777,12854.29,pqc
2025-11-09T19:08:43+00:00,ML-DSA-65,sig,sign,0.1417,7054.87,pqc
2025-11-09T19:08:43+00:00,ML-DSA-65,sig,verify,0.0643,15533.98,pqc
2025-11-09T19:08:53+00:00,ML-DSA-65,sig,keygen,0.0738,13543.16,pqc
2025-11-09T19:08:53+00:00,ML-DSA-65,sig,sign,0.1415,7064.84,pqc
2025-11-09T19:08:53+00:00,ML-DSA-65,sig,verify,0.0635,15730.69,pqc
2025-11-09T19:09:03+00:00,ML-DSA-65,sig,keygen,0.0723,13813.10,pqc
2025-11-09T19:09:03+00:00,ML-DSA-65,sig,sign,0.1377,7258.63,pqc
2025-11-09T19:09:03+00:00,ML-DSA-65,sig,verify,0.0627,15934.73,pqc
2025-11-09T19:09:12+00:00,ML-DSA-65,sig,keygen,0.0714,13994.43,pqc
2025-11-09T19:09:12+00:00,ML-DSA-65,sig,sign,0.1427,7004.22,pqc
2025-11-09T19:09:12+00:00,ML-DSA-65,sig,verify,0.0656,15242.74,pqc
2025-11-09T19:09:22+00:00,ML-DSA-65,sig,keygen,0.0727,13748.16,pqc
2025-11-09T19:09:22+00:00,ML-DSA-65,sig,sign,0.1388,7200.30,pqc
2025-11-09T19:09:22+00:00,ML-DSA-65,sig,verify,0.0633,15777.10,pqc
2025-11-09T19:09:32+00:00,ML-DSA-65,sig,keygen,0.0736,13580.86,pqc
2025-11-09T19:09:32+00:00,ML-DSA-65,sig,sign,0.1398,7148.98,pqc
2025-11-09T19:09:32+00:00,ML-DSA-65,sig,verify,0.0642,15568.80,pqc
2025-11-09T19:09:41+00:00,ML-DSA-65,sig,keygen,0.0745,13420.47,pqc
2025-11-09T19:09:41+00:00,ML-DSA-65,sig,sign,0.1443,6928.56,pqc
2025-11-09T19:09:41+00:00,ML-DSA-65,sig,verify,0.0634,15750.75,pqc
2025-11-09T19:09:51+00:00,ML-DSA-65,sig,keygen,0.0738,13535.64,pqc
2025-11-09T19:09:51+00:00,ML-DSA-65,sig,sign,0.1413,7072.68,pqc
2025-11-09T19:09:51+00:00,ML-DSA-65,sig,verify,0.0635,15745.55,pqc
2025-11-09T19:10:01+00:00,ML-DSA-65,sig,keygen,0.0750,13318.06,pqc
2025-11-09T19:10:01+00:00,ML-DSA-65,sig,sign,0.1413,7076.43,pqc
2025-11-09T19:10:01+00:00,ML-DSA-65,sig,verify,0.0640,15621.58,pqc
2025-11-09T19:10:10+00:00,ML-DSA-65,sig,keygen,0.0746,13399.61,pqc
2025-11-09T19:10:10+00:00,ML-DSA-65,sig,sign,0.1460,6847.62,pqc
2025-11-09T19:10:10+00:00,ML-DSA-65,sig,verify,0.0698,14317.82,pqc
